code,learning_area_code,learning_area,level,component_code,component,strand_code,strand,content
ENG7-LIS-PRO,ENG,English,7,LIS,"Listening, Reading, and Viewing",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies purposefully, confidently, and precisely to identify, form, and express increasingly sophisticated ideas.<br />indicators:<br />selects and reads texts for enjoyment and personal fulfilment;<br />recognises, understands, and appreciates the connections between oral, written, and visual language;<br />integrates sources of information and prior knowledge purposefully, confidently, and precisely to make sense of increasingly varied and complex texts;<br />selects and uses appropriate processing and comprehension strategies with confidence and discrimination;<br />thinks critical"
ENG7-LIS-PUR,ENG,English,7,LIS,"Listening, Reading, and Viewing",PUR,Purposes and audiences,"Show a discriminating understanding of how texts are shaped for different purposes and audiences.<br />indicators:<br />recognises, understands, and appreciates how texts are constructed for a range of intentions and situations;<br />identifies particular points of view within texts and understands that texts can position a reader;<br />evaluates the reliability and usefulness of texts."
ENG7-LIS-IDE,ENG,English,7,LIS,"Listening, Reading, and Viewing",IDE,Ideas,"Show a discriminating understanding of ideas, within, across, and beyond texts.<br />indicators:<br />makes meaning by understanding increasingly sophisticated ideas; <br />makes connections by analysing ideas within and between texts from a range of contexts;<br />understands that there may be multiple readings available within a text;<br />makes and supports inferences from texts independently."
ENG7-LIS-LAN,ENG,English,7,LIS,"Listening, Reading, and Viewing",LAN,Language features,"Show a discriminating understanding of how language features are used for effect within and across texts.<br />indicators:<br />identifies a range of increasingly sophisticated oral, written, and visual language features and understands their effects;<br />uses an increasing vocabulary to make meaning;<br />understands and analyses how text conventions work together to create meaning and effect;<br />understands that authors have different voices and styles and appreciates these differences."
ENG7-LIS-STR,ENG,English,7,LIS,"Listening, Reading, and Viewing",STR,Structure,Show a discriminating understanding of a range of structures.<br />indicator:<br />identifies and understands the characteristics and conventions of a range of text forms and appreciates how they contribute to and affect text meaning.
ENG7-SPE-PRO,ENG,English,7,SPE,"Speaking, Writing, Presenting",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies purposefully, confidently, and precisely to identify, form, and express increasingly sophisticated ideas.<br />indicators:<br />uses an increasing understanding of the connections between oral, written, and visual language when creating texts;<br />creates a range of increasingly coherent, varied, and complex texts by integrating sources of information and processing strategies;<br />seeks feedback and makes changes to texts to improve clarity, meaning, and effect;<br />is reflective about the production of own texts: monitors and self evaluates progress, articulating learning with confidence."
ENG7-SPE-PUR,ENG,English,7,SPE,"Speaking, Writing, Presenting",PUR,Purposes and audiences,"Show a discriminating understanding of how to shape texts for different audiences and purposes.<br />indicators:<br />constructs a range of texts that demonstrate an understanding and appreciation of purpose and audience through deliberate choice of content, language, and text form; <br />conveys and sustains personal voice where appropriate."
ENG7-SPE-IDE,ENG,English,7,SPE,"Speaking, Writing, Presenting",IDE,Ideas,"Select, develop, and communicate sustained ideas on a range of topics.<br />indicators:<br />develops, communicates, and sustains increasingly sophisticated ideas, information, and understandings;<br />creates coherent, planned whole texts by adding details to ideas or making links to other ideas and details;<br />ideas show depth of thought and awareness of a range of dimensions or viewpoints."
ENG7-SPE-LAN,ENG,English,7,SPE,"Speaking, Writing, Presenting",LAN,Language features,"Select and integrate a range of language features appropriately for a variety of effects.<br />indicators:<br />uses a wide range of oral, written, and visual language features fluently and with control to create meaning and effect and to sustain interest;<br />uses an increasing vocabulary to communicate precise meaning;<br />uses a wide range of text conventions, including grammatical and spelling conventions, appropriately, effectively, and with accuracy."
ENG7-SPE-STR,ENG,English,7,SPE,"Speaking, Writing, Presenting",STR,Structure,"Organise texts, using a range of appropriate, coherent, and effective structures.<br />indicator:<br />organises "
ENG8-LIS-PRO,ENG,English,8,LIS,"Listening, Reading, and Viewing",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies purposefully, confidently, and precisely to identify, form, and express increasingly sophisticated ideas.<br />indicators:<br />selects and reads texts for enjoyment and personal fulfilment;<br />recognises, understands, and appreciates the connections between oral, written, and visual language;<br />integrates sources of information and prior knowledge purposefully, confidently, and precisely to make sense of increasingly varied and complex texts;<br />selects and uses appropriate processing and comprehension strategies with confidence and discrimination;<br />thinks critically about texts with understanding and confidence;<br />monitors, self evaluates, and describes progress, articulating learning with confidence."
ENG8-LIS-PUR,ENG,English,8,LIS,"Listening, Reading, and Viewing",PUR,Purposes and audiences,"Show a discriminating understanding of how texts are shaped for different purposes and audiences.<br />indicators:<br />recognises, understands and appreciates how texts are constructed for a range of intentions and situations; <br />identifies particular points of view within texts and understands that texts can position a reader;<br />evaluates the reliability and usefulness of texts."
ENG8-LIS-IDE,ENG,English,8,LIS,"Listening, Reading, and Viewing",IDE,Ideas,"Show a discriminating and insightful understanding of ideas within, across, and beyond texts.<br />indicators:<br />makes meaning by perceptively understanding sophisticated ideas;<br />makes connections by analysing, evaluating, and synthesising ideas within and between texts from a range of contexts;<br />understands that there may be multiple readings available within a text;<br />makes and supports inferences from texts independently."
